date,timestamp,open,high,low,close
2011-11-10,1320969600,2.84,3.11,2.82,3.08
2011-11-11,1321056000,3.08,3.11,3.01,3.03
2011-11-12,1321142400,3.03,3.05,2.95,3
2011-11-13,1321228800,3,3,2.1,2.22
2011-11-14,1321315200,2.22,2.49,2.11,2.33
2011-11-15,1321401600,2.33,2.6,2.3,2.56
2011-11-16,1321488000,2.56,2.59,1.99,2.25
2011-11-17,1321574400,2.25,2.39,2,2.05
2011-11-18,1321660800,2.05,2.26,2,2.2
2011-11-19,1321747200,2.2,2.5,2.15,2.2
2011-11-20,1321833600,2.2,2.31,2.17,2.29
2011-11-21,1321920000,2.29,2.35,2.25,2.33
2011-11-22,1322006400,2.33,2.38,2.27,2.33
2011-11-23,1322092800,2.33,2.56,2.31,2.43
2011-11-24,1322179200,2.43,2.53,2.37,2.51
2011-11-25,1322265600,2.51,2.53,2.41,2.47
2011-11-26,1322352000,2.47,2.49,2.42,2.48
2011-11-27,1322438400,2.48,2.55,2.44,2.55
2011-11-28,1322524800,2.55,2.98,2.54,2.75
2011-11-29,1322611200,2.75,3.09,2.73,2.97
2011-11-30,1322697600,2.97,3.14,2.93,3.06
2011-12-01,1322784000,3.06,3.14,3.03,3.12
2011-12-02,1322870400,3.12,3.13,2.75,2.79
2011-12-03,1322956800,2.79,2.9,2.61,2.83
2011-12-04,1323043200,2.83,2.93,2.78,2.88
2011-12-05,1323129600,2.88,3.05,2.87,3.03
2011-12-06,1323216000,3.03,3.08,2.93,2.99
2011-12-07,1323302400,2.99,3.01,2.88,2.98
2011-12-08,1323388800,2.98,3.04,2.93,2.97
2011-12-09,1323475200,2.97,3.13,2.93,3.05
2011-12-10,1323561600,3.05,3.38,2.99,3.25
2011-12-11,1323648000,3.25,3.29,3.08,3.14
2011-12-12,1323734400,3.14,3.25,3.14,3.25
2011-12-13,1323820800,3.25,3.25,2.99,3.15
2011-12-14,1323907200,3.15,3.21,3.11,3.2
2011-12-15,1323993600,3.2,3.22,3.15,3.2
2011-12-16,1324080000,3.2,3.23,3.16,3.2
2011-12-17,1324166400,3.2,3.22,3.18,3.19
2011-12-18,1324252800,3.19,3.7,3.19,3.52
2011-12-19,1324339200,3.52,4.5,3.48,3.95
2011-12-20,1324425600,3.95,4.04,3.81,3.89
2011-12-21,1324512000,3.89,3.99,3.51,3.89
2011-12-22,1324598400,3.89,3.95,3.82,3.95
2011-12-23,1324684800,3.95,3.97,3.86,3.94
2011-12-24,1324771200,3.94,4.39,3.78,4.22
2011-12-25,1324857600,4.22,4.31,3.81,4.02
2011-12-26,1324944000,4.02,4.1,3.96,4.07
2011-12-27,1325030400,4.07,4.25,3.99,4.19
2011-12-28,1325116800,4.19,4.33,4.12,4.17
2011-12-29,1325203200,4.17,4.3,4.06,4.25
2011-12-30,1325289600,4.25,5,4.2,4.72
2011-12-31,1325376000,4.72,5.5,4.62,5.27
2012-01-01,1325462400,5.27,5.47,4.8,5.22
2012-01-02,1325548800,5.22,5.29,4.65,4.88
2012-01-03,1325635200,4.88,5.7,4.75,5.57
2012-01-04,1325721600,5.57,7.22,5.57,6.95
2012-01-05,1325808000,6.95,7.21,6.13,6.7
2012-01-06,1325894400,6.7,7.02,6.38,6.81
2012-01-07,1325980800,6.81,7.2,6.73,7.11
2012-01-08,1326067200,7.11,7.19,5.81,6.33
2012-01-09,1326153600,6.33,6.89,6,6.36
2012-01-10,1326240000,6.36,7.14,6.41,6.9
2012-01-11,1326326400,6.9,7,6.34,6.8
2012-01-12,1326412800,6.8,6.8,6.4,6.41
2012-01-13,1326499200,6.41,6.95,6.22,6.75
2012-01-14,1326585600,6.75,7.08,6.74,7
2012-01-15,1326672000,7,7.19,6.51,6.68
2012-01-16,1326758400,6.68,6.95,4.64,5.6
2012-01-17,1326844800,5.6,6.95,5.1,5.92
2012-01-18,1326931200,5.92,6.36,5.87,6.36
2012-01-19,1327017600,6.36,6.58,6.26,6.49
2012-01-20,1327104000,6.49,6.55,6.1,6.18
2012-01-21,1327190400,6.18,6.45,6.1,6.31
2012-01-22,1327276800,6.31,6.39,6.21,6.36
2012-01-23,1327363200,6.36,6.39,6.22,6.29
2012-01-24,1327449600,6.29,6.32,5.5,5.75
2012-01-25,1327536000,5.75,5.92,5.3,5.34
2012-01-26,1327622400,5.34,5.51,5.05,5.29
2012-01-27,1327708800,5.29,5.76,5.26,5.63
2012-01-28,1327795200,5.63,5.7,5.33,5.38
2012-01-29,1327881600,5.38,5.6,5.37,5.49
2012-01-30,1327968000,5.49,5.65,5.43,5.48
2012-01-31,1328054400,5.48,6.2,5.47,6.08
2012-02-01,1328140800,6.08,6.2,5.82,6.1
2012-02-02,1328227200,6.1,6.14,5.72,5.96
2012-02-03,1328313600,5.96,5.99,5.84,5.87
2012-02-04,1328400000,5.87,5.88,5.45,5.69
2012-02-05,1328486400,5.69,5.72,5.45,5.45
2012-02-06,1328572800,5.45,5.78,5.45,5.69
2012-02-07,1328659200,5.69,5.85,5.3,5.6
2012-02-08,1328745600,5.6,5.92,5.5,5.83
2012-02-09,1328832000,5.83,5.99,5.8,5.91
2012-02-10,1328918400,5.91,6,5.54,5.6
2012-02-11,1329004800,5.6,5.85,5.43,5.51
2012-02-12,1329091200,5.51,5.72,5.2,5.26
2012-02-13,1329177600,5.26,5.45,4.21,4.46
2012-02-14,1329264000,4.46,4.88,4.2,4.33
2012-02-15,1329350400,4.33,4.44,3.88,4.27
2012-02-16,1329436800,4.27,4.77,4.23,4.41
2012-02-16,1329436800,4.27,4.77,4.23,4.41
2012-02-17,1329523200,4.41,4.5,4.12,4.22
2012-02-18,1329609600,4.22,4.52,4.18,4.39
2012-02-19,1329696000,4.39,4.47,4.29,4.36
2012-02-20,1329782400,4.36,4.4,4.21,4.27
2012-02-21,1329868800,4.27,4.54,4.27,4.42
2012-02-22,1329955200,4.42,5.2,4.42,5.01
2012-02-23,1330041600,5.01,5.1,4.83,5.03
2012-02-24,1330128000,5.03,5.07,4.65,4.77
2012-02-25,1330214400,4.77,5.1,4.77,4.92
2012-02-26,1330300800,4.92,4.99,4.89,4.96
2012-02-27,1330387200,4.96,5,4.74,4.87
2012-02-28,1330473600,4.87,4.9,4.8,4.86
2012-02-29,1330560000,4.86,4.99,4.86,4.92
2012-03-01,1330646400,4.92,4.95,4.51,4.7
2012-03-02,1330732800,4.7,4.78,4.51,4.61
2012-03-03,1330819200,4.61,4.95,4.61,4.82
2012-03-04,1330905600,4.82,5.05,4.82,4.98
2012-03-05,1330992000,4.98,5.07,4.9,4.99
2012-03-06,1331078400,4.99,5.05,4.84,4.94
2012-03-07,1331164800,4.94,5,4.76,4.93
2012-03-08,1331251200,4.93,4.95,4.82,4.86
2012-03-09,1331337600,4.86,4.91,4.75,4.83
2012-03-10,1331424000,4.83,4.99,4.81,4.91
2012-03-11,1331510400,4.91,4.95,4.86,4.89
2012-03-12,1331596800,4.89,5.41,4.87,5.27
2012-03-13,1331683200,5.27,5.45,5.25,5.38
2012-03-14,1331769600,5.38,5.45,5.26,5.33
2012-03-15,1331856000,5.33,5.4,5.3,5.34
2012-03-16,1331942400,5.34,5.4,5.21,5.22
2012-03-17,1332028800,5.22,5.34,5.21,5.28
2012-03-18,1332115200,5.28,5.31,4.5,4.69
2012-03-19,1332201600,4.69,4.9,4.59,4.84
2012-03-20,1332288000,4.84,4.87,4.75,4.81
2012-03-21,1332374400,4.81,4.88,4.6,4.7
2012-03-22,1332460800,4.7,4.79,4.6,4.69
2012-03-23,1332547200,4.69,4.73,4.6,4.68
2012-03-24,1332633600,4.68,4.68,4.3,4.55
2012-03-25,1332720000,4.55,4.74,4.52,4.62
2012-03-26,1332806400,4.62,4.85,4.49,4.81
2012-03-27,1332892800,4.81,4.84,4.72,4.79
2012-03-28,1332979200,4.79,4.86,4.71,4.81
2012-03-29,1333065600,4.81,4.88,4.72,4.86
2012-03-30,1333152000,4.86,4.95,4.82,4.91
2012-03-31,1333238400,4.91,4.92,4.73,4.83
2012-04-01,1333324800,4.83,5.08,4.76,4.97
2012-04-02,1333411200,4.97,4.99,4.81,4.95
2012-04-03,1333497600,4.95,4.97,4.89,4.91
2012-04-04,1333584000,4.91,4.93,4.87,4.92
2012-04-05,1333670400,4.92,4.98,4.88,4.95
2012-04-06,1333756800,4.95,4.95,4.69,4.69
2012-04-07,1333843200,4.69,4.8,4.62,4.79
2012-04-08,1333929600,4.79,4.88,4.73,4.87
2012-04-09,1334016000,4.87,4.9,4.76,4.84
2012-04-10,1334102400,4.84,4.98,4.79,4.93
2012-04-11,1334188800,4.93,4.95,4.84,4.92
2012-04-12,1334275200,4.92,4.94,4.73,4.94
2012-04-13,1334361600,4.94,5.03,4.9,4.96
2012-04-14,1334448000,4.96,4.98,4.86,4.97
2012-04-15,1334534400,4.97,4.98,4.91,4.93
2012-04-16,1334620800,4.93,5.02,4.93,4.98
2012-04-17,1334707200,4.98,5.18,4.96,5.12
2012-04-18,1334793600,5.12,5.19,5.1,5.14
2012-04-19,1334880000,5.14,5.48,5.1,5.35
2012-04-20,1334966400,5.35,5.48,5.11,5.26
2012-04-21,1335052800,5.26,5.32,5.1,5.2
2012-04-22,1335139200,5.2,5.22,4.96,4.96
2012-04-23,1335225600,4.96,5.2,4.95,5.1
2012-04-24,1335312000,5.1,5.18,5.04,5.13
2012-04-25,1335398400,5.13,5.17,4.99,5.1
2012-04-26,1335484800,5.1,5.12,5.03,5.11
2012-04-27,1335571200,5.11,5.11,4.85,4.98
2012-04-28,1335657600,4.98,5.02,4.88,4.9
2012-04-29,1335744000,4.9,5,4.87,4.95
2012-04-30,1335830400,4.95,5,4.92,5
2012-05-01,1335916800,5,5.18,4.97,5.07
2012-05-02,1336003200,5.07,5.18,5.02,5.13
2012-05-03,1336089600,5.13,5.15,5.07,5.07
2012-05-04,1336176000,5.07,5.12,5.03,5.08
2012-05-05,1336262400,5.08,5.1,5.01,5.05
2012-05-06,1336348800,5.05,5.1,4.97,5.06
2012-05-07,1336435200,5.06,5.1,4.96,5.05
2012-05-08,1336521600,5.05,5.1,5,5.04
2012-05-09,1336608000,5.04,5.13,4.8,4.85
2012-05-10,1336694400,4.85,5,4.8,4.96
2012-05-11,1336780800,4.96,5,4.92,4.95
2012-05-12,1336867200,4.95,5,4.92,4.93
2012-05-13,1336953600,4.93,5.04,4.9,5.01
2012-05-14,1337040000,5.01,5.04,4.95,5.04
2012-05-15,1337126400,5.04,5.13,5,5.09
2012-05-16,1337212800,5.09,5.1,5.05,5.1
2012-05-17,1337299200,5.1,5.13,5.06,5.12
2012-05-18,1337385600,5.12,5.14,5.07,5.1
2012-05-19,1337472000,5.1,5.15,5.09,5.09
2012-05-20,1337558400,5.09,5.13,5.06,5.1
2012-05-21,1337644800,5.1,5.12,5.05,5.1
2012-05-22,1337731200,5.1,5.17,5.07,5.14
2012-05-23,1337817600,5.14,5.15,5.07,5.12
2012-05-24,1337904000,5.12,5.15,5.1,5.15
2012-05-25,1337990400,5.15,5.15,5.1,5.1
2012-05-26,1338076800,5.1,5.15,5.1,5.14
2012-05-27,1338163200,5.14,5.16,5.11,5.14
2012-05-28,1338249600,5.14,5.16,5.01,5.15
2012-05-29,1338336000,5.15,5.17,5.1,5.14
2012-05-30,1338422400,5.14,5.2,5.11,5.18
2012-05-31,1338508800,5.18,5.28,5.18,5.27
2012-06-01,1338595200,5.27,5.27,5.21,5.25
2012-06-02,1338681600,5.25,5.25,5.21,5.21
2012-06-03,1338768000,5.21,5.28,5.18,5.27
2012-06-04,1338854400,5.27,5.5,5.22,5.44
2012-06-05,1338940800,5.44,5.49,5.39,5.46
2012-06-06,1339027200,5.46,5.59,5.41,5.59
2012-06-07,1339113600,5.59,5.66,5.56,5.63
2012-06-08,1339200000,5.63,5.7,5.46,5.56
2012-06-09,1339286400,5.56,5.58,5.43,5.47
2012-06-10,1339372800,5.47,5.6,5.43,5.57
2012-06-11,1339459200,5.57,5.75,5.5,5.7
2012-06-12,1339545600,5.7,5.96,5.66,5.93
2012-06-13,1339632000,5.93,5.97,5.81,5.95
2012-06-14,1339718400,5.95,6.59,5.88,6.5
2012-06-15,1339804800,6.5,6.6,6.26,6.4
2012-06-16,1339891200,6.4,6.53,6.1,6.16
2012-06-17,1339977600,6.16,6.36,6.03,6.31
2012-06-18,1340064000,6.31,6.53,6.28,6.5
2012-06-19,1340150400,6.5,6.71,6.45,6.67
2012-06-20,1340236800,6.67,6.8,6.56,6.68
2012-06-21,1340323200,6.68,6.8,6.43,6.55
2012-06-22,1340409600,6.55,6.65,6.4,6.43
2012-06-23,1340496000,6.43,6.47,6.35,6.35
2012-06-24,1340582400,6.35,6.45,6.22,6.3
2012-06-25,1340668800,6.3,6.47,6.29,6.42
2012-06-26,1340755200,6.42,6.65,6.4,6.65
2012-06-27,1340841600,6.65,6.67,6.49,6.61
2012-06-28,1340928000,6.61,6.68,6.54,6.65
2012-06-29,1341014400,6.65,6.69,6.6,6.69
2012-06-30,1341100800,6.69,6.69,6.54,6.63
2012-07-01,1341187200,6.63,6.77,6.58,6.76
2012-07-02,1341273600,6.76,6.76,6.4,6.45
2012-07-03,1341360000,6.45,6.55,6.45,6.51
2012-07-04,1341446400,6.51,6.77,6.48,6.67
2012-07-05,1341532800,6.67,6.72,6.55,6.65
2012-07-06,1341619200,6.65,6.87,6.63,6.76
2012-07-07,1341705600,6.76,6.86,6.72,6.8
2012-07-08,1341792000,6.8,7.1,6.74,7.02
2012-07-09,1341878400,7.02,7.25,6.96,7.2
2012-07-10,1341964800,7.2,7.26,7.02,7.15
2012-07-11,1342051200,7.15,7.9,7.1,7.76
2012-07-12,1342137600,7.76,7.82,7.42,7.67
2012-07-13,1342224000,7.67,7.67,7.52,7.54
2012-07-14,1342310400,7.54,7.7,7.45,7.62
2012-07-15,1342396800,7.62,8.65,7.62,8.5
2012-07-16,1342483200,8.5,9.49,7.32,8.8
2012-07-17,1342569600,8.8,9.4,8.5,9.11
2012-07-18,1342656000,9.11,9.23,8.82,8.87
2012-07-19,1342742400,8.87,8.87,7.6,8.52
2012-07-20,1342828800,8.52,9.7,7.96,8.85
2012-07-21,1342915200,8.85,8.97,8.27,8.41
2012-07-22,1343001600,8.41,9.2,7.75,8.45
2012-07-23,1343088000,8.45,8.85,8.34,8.6
2012-07-24,1343174400,8.6,8.9,8.37,8.8
2012-07-25,1343260800,8.8,8.9,8.6,8.9
2012-07-26,1343347200,8.9,8.95,8.81,8.9
2012-07-27,1343433600,8.9,8.93,8.71,8.89
2012-07-28,1343520000,8.89,8.89,8.7,8.71
2012-07-29,1343606400,8.71,9.15,8.7,9.1
2012-07-30,1343692800,9.1,9.44,9.08,9.35
2012-07-31,1343779200,9.35,9.65,9.11,9.55
2012-08-01,1343865600,9.55,11,9.41,10.53
2012-08-02,1343952000,10.53,11.12,10.3,10.97
2012-08-03,1344038400,10.97,11.3,10.53,10.98
2012-08-04,1344124800,10.98,11.29,10.11,10.87
2012-08-05,1344211200,10.87,11.19,10.64,10.86
2012-08-06,1344297600,10.86,11.1,10.65,11.1
2012-08-07,1344384000,11.1,11.15,10.85,11.06
2012-08-08,1344470400,11.06,12,10.8,11.06
2012-08-09,1344556800,11.06,11.6,11.01,11.39
2012-08-10,1344643200,11.39,11.6,11.39,11.51
2012-08-11,1344729600,11.51,11.77,11.45,11.62
2012-08-12,1344816000,11.62,12.05,11.49,12.04
2012-08-13,1344902400,12.04,12.34,11.89,12.19
2012-08-14,1344988800,12.19,13.25,12.16,13.25
2012-08-15,1345075200,13.25,13.84,12.5,13.5
2012-08-16,1345161600,13.5,15.4,10.6,11.58
2012-08-17,1345248000,11.58,12.9,11.02,11.61
2012-08-18,1345334400,11.61,11.62,7.58,8
2012-08-19,1345420800,8,10.5,7.81,10.1
2012-08-20,1345507200,10.1,10.3,9.7,9.92
2012-08-21,1345593600,9.92,10.1,9.57,9.81
2012-08-22,1345680000,9.81,10.25,9.71,10.1
2012-08-23,1345766400,10.1,10.62,9.85,10.6
2012-08-24,1345852800,10.6,10.63,10.2,10.52
2012-08-25,1345939200,10.52,10.62,10.45,10.61
2012-08-26,1346025600,10.61,12.15,10.54,10.95
2012-08-27,1346112000,10.95,11.21,10.5,10.94
2012-08-28,1346198400,10.94,11.13,10.55,10.92
2012-08-29,1346284800,10.92,10.93,10.6,10.78
2012-08-30,1346371200,10.78,10.83,9.66,10.16
2012-08-31,1346457600,10.16,10.3,9.78,9.97
2012-09-01,1346544000,9.97,10.36,9.72,10.2
2012-09-02,1346630400,10.2,10.59,10.09,10.53
2012-09-03,1346716800,10.53,10.53,10.15,10.38
2012-09-04,1346803200,10.38,11.17,10.26,11
2012-09-05,1346889600,11,11.29,10.64,11.18
2012-09-06,1346976000,11.18,11.21,10.95,11
2012-09-07,1347062400,11,11.14,10.77,11.04
2012-09-08,1347148800,11.04,11.14,10.92,11.02
2012-09-09,1347235200,11.02,11.19,10.87,11.17
2012-09-10,1347321600,11.17,11.35,10.88,11.33
2012-09-11,1347408000,11.33,11.39,10.78,11.36
2012-09-12,1347494400,11.36,11.4,11.22,11.4
2012-09-13,1347580800,11.4,11.8,11.32,11.67
2012-09-14,1347667200,11.67,11.79,11.6,11.75
2012-09-15,1347753600,11.75,11.99,11.72,11.87
2012-09-16,1347840000,11.87,11.96,11.77,11.89
2012-09-17,1347926400,11.89,12.35,11.84,12.25
2012-09-18,1348012800,12.25,12.69,12.15,12.57
2012-09-19,1348099200,12.57,12.66,12.25,12.28
2012-09-20,1348185600,12.28,12.5,12.01,12.37
2012-09-21,1348272000,12.37,12.4,12.14,12.24
2012-09-22,1348358400,12.24,12.27,11.63,12.19
2012-09-23,1348444800,12.19,12.3,11.95,12.1
2012-09-24,1348531200,12.1,12.23,12.01,12.2
2012-09-25,1348617600,12.2,12.46,12.02,12.27
2012-09-26,1348704000,12.27,12.4,12.21,12.31
2012-09-27,1348790400,12.31,12.45,12.12,12.39
2012-09-28,1348876800,12.39,12.49,12.21,12.36
2012-09-29,1348963200,12.36,12.45,12.3,12.4
2012-09-30,1349049600,12.4,12.48,12.32,12.4
2012-10-01,1349136000,12.4,12.88,12.34,12.84
2012-10-02,1349222400,12.84,12.99,12.68,12.89
2012-10-03,1349308800,12.89,13.09,12.6,12.85
2012-10-04,1349395200,12.85,12.97,12.51,12.69
2012-10-05,1349481600,12.69,12.86,12.35,12.51
2012-10-06,1349568000,12.51,12.62,11.7,11.8
2012-10-07,1349654400,11.8,11.95,10.62,11.78
2012-10-08,1349740800,11.78,12.35,11.57,11.9
2012-10-09,1349827200,11.9,12.19,11.77,12.12
2012-10-10,1349913600,12.12,12.15,11.86,12.03
2012-10-11,1350000000,12.03,12.15,11.92,12
2012-10-12,1350086400,12,12.11,11.85,11.86
2012-10-13,1350172800,11.86,12.03,11.5,11.74
2012-10-14,1350259200,11.74,11.99,11.43,11.84
2012-10-15,1350345600,11.84,11.99,11.5,11.85
2012-10-16,1350432000,11.85,11.96,11.7,11.81
2012-10-17,1350518400,11.81,11.96,11.75,11.94
2012-10-18,1350604800,11.94,11.97,11.62,11.74
2012-10-19,1350691200,11.74,11.85,11.56,11.74
2012-10-20,1350777600,11.74,11.77,11.61,11.63
2012-10-21,1350864000,11.63,11.81,11.47,11.71
2012-10-22,1350950400,11.71,12,11.41,11.65
2012-10-23,1351036800,11.65,11.79,11.59,11.65
2012-10-24,1351123200,11.65,11.7,10.52,10.86
2012-10-25,1351209600,10.86,10.95,9.74,10.17
2012-10-26,1351296000,10.17,10.84,9.82,10.26
2012-10-27,1351382400,10.26,10.95,10.25,10.7
2012-10-28,1351468800,10.7,10.94,10.32,10.6
2012-10-29,1351555200,10.6,10.89,10.58,10.89
2012-10-30,1351641600,10.89,11.21,10.71,11.2
2012-10-31,1351728000,11.2,11.28,10.4,10.57
2012-11-01,1351814400,10.57,10.8,10.33,10.47
2012-11-02,1351900800,10.47,10.65,10.4,10.64
2012-11-03,1351987200,10.64,10.9,10.51,10.8
2012-11-04,1352073600,10.8,10.88,10.61,10.75
2012-11-05,1352160000,10.75,10.9,10.67,10.9
2012-11-06,1352246400,10.9,11.22,10.8,10.92
2012-11-07,1352332800,10.92,11.07,10.75,10.93
2012-11-08,1352419200,10.93,10.98,10.79,10.82
2012-11-09,1352505600,10.82,10.96,10.75,10.89
2012-11-10,1352592000,10.89,10.94,10.7,10.87
2012-11-11,1352678400,10.87,11.18,10.77,11.01
2012-11-12,1352764800,11.01,11.13,10.92,10.95
2012-11-13,1352851200,10.95,11.05,10.82,10.95
2012-11-14,1352937600,10.95,11.3,10.86,11.2
2012-11-15,1353024000,11.2,11.8,11.17,11.75
2012-11-16,1353110400,11.75,11.8,11.52,11.79
2012-11-17,1353196800,11.79,11.83,11.62,11.65
2012-11-18,1353283200,11.65,11.84,11.6,11.8
2012-11-19,1353369600,11.8,11.8,11.57,11.73
2012-11-20,1353456000,11.73,11.78,11.64,11.77
2012-11-21,1353542400,11.77,12.43,11.67,12.42
2012-11-22,1353628800,12.42,12.41,12.13,12.35
2012-11-23,1353715200,12.35,12.48,12.25,12.41
2012-11-24,1353801600,12.41,12.6,12.31,12.48
2012-11-25,1353888000,12.48,12.65,11.89,12.25
2012-11-26,1353974400,12.25,12.34,11.9,12.2
2012-11-27,1354060800,12.2,12.41,12.1,12.35
2012-11-28,1354147200,12.35,12.6,12.15,12.45
2012-11-29,1354233600,12.45,12.65,12.42,12.57
2012-11-30,1354320000,12.57,12.69,12.46,12.56
2012-12-01,1354406400,12.56,12.68,12.43,12.5
2012-12-02,1354492800,12.5,12.68,12.48,12.68
2012-12-03,1354579200,12.68,13.5,12.62,13.41
2012-12-04,1354665600,13.41,13.42,13.15,13.38
2012-12-05,1354752000,13.38,13.69,12.9,13.3
2012-12-06,1354838400,13.3,13.55,12.98,13.5
2012-12-07,1354924800,13.5,13.55,13.35,13.42
2012-12-08,1355011200,13.42,13.53,13.02,13.39
2012-12-09,1355097600,13.39,13.55,13.27,13.43
2012-12-10,1355184000,13.43,13.67,13.3,13.56
2012-12-11,1355270400,13.56,13.8,13.3,13.7
2012-12-12,1355356800,13.7,13.8,13.47,13.7
2012-12-13,1355443200,13.7,13.9,13,13.6
2012-12-14,1355529600,13.6,13.64,13.44,13.49
2012-12-15,1355616000,13.49,13.67,13.13,13.3
2012-12-16,1355702400,13.3,13.49,12.75,13.25
2012-12-17,1355788800,13.25,13.4,13.11,13.3
2012-12-18,1355875200,13.3,13.6,13.2,13.6
2012-12-19,1355961600,13.6,13.72,13.33,13.52
2012-12-20,1356048000,13.52,13.6,13.42,13.5
2012-12-21,1356134400,13.5,13.59,13.32,13.37
2012-12-22,1356220800,13.37,13.47,13.01,13.31
2012-12-23,1356307200,13.31,13.45,13.21,13.38
2012-12-24,1356393600,13.38,13.43,13.14,13.35
2012-12-25,1356480000,13.35,13.47,13.2,13.47
2012-12-26,1356566400,13.47,13.47,13.25,13.42
2012-12-27,1356652800,13.42,13.65,13.34,13.42
2012-12-28,1356739200,13.42,13.67,13.27,13.4
2012-12-29,1356825600,13.4,13.59,13.35,13.45
2012-12-30,1356912000,13.45,13.56,13.37,13.51
2012-12-31,1356998400,13.51,13.56,13.16,13.3
2013-01-01,1357084800,13.3,13.4,13.16,13.28
2013-01-02,1357171200,13.28,13.46,13.25,13.4
2013-01-03,1357257600,13.4,13.52,13.27,13.5
2013-01-04,1357344000,13.5,13.55,13.31,13.44
2013-01-05,1357430400,13.44,13.52,13.36,13.45
2013-01-06,1357516800,13.45,13.59,13.4,13.59
2013-01-07,1357603200,13.59,13.88,13.5,13.74
2013-01-08,1357689600,13.74,13.86,13.62,13.77
2013-01-09,1357776000,13.77,14.32,13.77,14.14
2013-01-10,1357862400,14.14,14.35,13.91,14.14
2013-01-11,1357948800,14.14,14.34,13.98,14.24
2013-01-12,1358035200,14.24,14.31,13.95,14.12
2013-01-13,1358121600,14.12,14.35,14.11,14.3
2013-01-14,1358208000,14.3,14.48,13.99,14.25
2013-01-15,1358294400,14.25,14.73,14.21,14.73
2013-01-16,1358380800,14.73,15.7,14.63,15.5
2013-01-17,1358467200,15.5,15.99,15.41,15.7
2013-01-18,1358553600,15.7,15.77,15.25,15.62
2013-01-19,1358640000,15.62,15.89,15.51,15.7
2013-01-20,1358726400,15.7,16.98,15.63,16.8
2013-01-21,1358812800,16.8,17.59,16.65,17.26
2013-01-22,1358899200,17.26,17.59,16.8,17.5
2013-01-23,1358985600,17.5,19.19,15.61,16.9
2013-01-24,1359072000,16.9,17.8,15.39,17.4
2013-01-25,1359158400,17.4,17.88,16.54,17.88
2013-01-26,1359244800,17.88,18,17.21,17.82
2013-01-27,1359331200,17.82,18.88,17.75,18.72
2013-01-28,1359417600,18.72,19.8,18.7,19.53
2013-01-29,1359504000,19.53,19.8,19.15,19.7
2013-01-30,1359590400,19.7,21.43,19.51,20.41
2013-01-31,1359676800,20.41,21.13,20.3,20.5
2013-02-01,1359763200,20.5,20.5,18,19.63
2013-02-02,1359849600,19.63,20.9,19.42,20.59
2013-02-03,1359936000,20.59,21.05,19.86,20.43
2013-02-04,1360022400,20.43,20.79,20.2,20.6
2013-02-05,1360108800,20.6,21.33,20.6,21.18
2013-02-06,1360195200,21.18,22.22,20.77,22.15
2013-02-07,1360281600,22.15,22.77,22,22.66
2013-02-08,1360368000,22.66,23.99,22.58,23.65
2013-02-09,1360454400,23.65,24.11,22.67,23.97
2013-02-10,1360540800,23.97,24.68,23.65,24.65
2013-02-11,1360627200,24.65,25.83,24.3,25.17
2013-02-12,1360713600,25.17,26.3,24.19,24.2
2013-02-13,1360800000,24.2,27.6,21.72,27.22
2013-02-14,1360886400,27.22,27.51,26.1,27.1
2013-02-15,1360972800,27.1,27.5,26.81,27.22
2013-02-16,1361059200,27.22,27.4,25,26.81
2013-02-17,1361145600,26.81,27.15,26.36,26.95
2013-02-18,1361232000,26.95,29.65,26.8,29.42
2013-02-19,1361318400,29.42,29.87,28.99,29.65
2013-02-20,1361404800,29.65,29.98,29.31,29.75
2013-02-21,1361491200,29.75,31.3,29.67,30.25
2013-02-22,1361577600,30.25,30.69,28,29.8
2013-02-23,1361664000,29.8,30.4,29.2,29.89
2013-02-24,1361750400,29.89,30.4,29.55,30.4
2013-02-25,1361836800,30.4,31.7,30.12,31.1
2013-02-26,1361923200,31.1,31.65,30.79,30.9
2013-02-27,1362009600,30.9,34.52,30.9,33.38
2013-02-28,1362096000,33.38,34.9,32.92,34.5
2013-03-01,1362182400,34.5,34.81,33.15,34.25
2013-03-02,1362268800,34.25,34.5,33.8,34.5
2013-03-03,1362355200,34.5,36.7,34.19,36.15
2013-03-04,1362441600,36.15,40.65,36.15,40.33
2013-03-05,1362528000,40.33,49.1,40.14,41.02
2013-03-06,1362614400,41.02,45.5,33.3,42
2013-03-07,1362700800,42,44.5,41.02,44.18
2013-03-08,1362787200,44.18,46.99,43.41,46.85
2013-03-09,1362873600,46.85,47.95,45.47,46
2013-03-10,1362960000,46,48.47,45.54,48.4
2013-03-11,1363046400,48.4,48.4,36.65,44.29
2013-03-12,1363132800,44.29,47.3,43.75,46.92
2013-03-13,1363219200,46.92,47.99,46.05,47.17
2013-03-14,1363305600,47.17,47.45,46.4,46.95
2013-03-15,1363392000,46.95,47.36,46.27,47
2013-03-16,1363478400,47,47.74,46.8,47.4
2013-03-17,1363564800,47.4,52.88,47.12,51.6
2013-03-18,1363651200,51.6,62,50,59.14
2013-03-19,1363737600,59.14,66,57.7,64.49
2013-03-20,1363824000,64.49,74.9,63.1,70.85
2013-03-21,1363910400,70.85,73.75,65,69.87
2013-03-22,1363996800,69.87,70.5,52.35,64.35
2013-03-23,1364083200,64.35,72.5,62.7,71.5
2013-03-24,1364169600,71.5,78,69.52,73.6
2013-03-25,1364256000,73.6,79.72,73.11,78.5
